"export-plot data (NetLogo 6.1.1)"
"ResEx.nlogo"
"07/29/2021 13:40:25:679 +0200"

"MODEL SETTINGS"
"real-communities","regeneration-time","communities-number","territory","household-size","time-limit","number-households","clay-exploitation-rate"
"true","1","10","50","6","2000","100","10"

"""Wood harvested [m³ per year and household]"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","571","0","80","true","""Community 0""","true","15"

"pen name","pen down?","mode","interval","color","x"
"""Community 0""","true","0","1","0","565"
"""Community 1""","true","0","1","85","565"
"""Community 2""","true","0","1","55","565"
"""Community 3""","true","0","1","15","565"
"""Community 4""","true","0","1","5","565"
"""Community 5""","true","0","1","25","565"
"""Community 6""","true","0","1","35","565"
"""Community 7""","true","0","1","45","565"
"""Community 8""","true","0","1","65","565"
"""Community 9""","true","0","1","75","565"
"""Community 10""","true","0","1","95","565"
"""Community 11""","true","0","1","105","565"
"""Community 12""","true","0","1","115","565"
"""Community 13""","true","0","1","125","565"
"""Community 14""","true","0","1","135","565"

"""Community 0""",,,,"""Community 1""",,,,"""Community 2""",,,,"""Community 3""",,,,"""Community 4""",,,,"""Community 5""",,,,"""Community 6""",,,,"""Community 7""",,,,"""Community 8""",,,,"""Community 9""",,,,"""Community 10""",,,,"""Community 11""",,,,"""Community 12""",,,,"""Community 13""",,,,"""Community 14"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"244","10.867218310232802","0","true","244","10.570246242154992","85","true","244","11.280188793784898","55","true","244","12.544717993786012","15","true","244","11.404857765606607","5","true","244","11.308412338586795","25","true","244","13.315998139327265","35","true","244","13.87259885016708","45","true","244","11.17754358654627","65","true","244","10.173349853868563","75","true","244","11.95553784372373","95","true","244","16.17071406842596","105","true","244","14.545394807060301","115","true","244","10.758233031845199","125","true","244","12.422200773578918","135","true"
"245","10.884918084428554","0","true","245","10.584250293227257","85","true","245","11.277235697868397","55","true","245","12.541163383805523","15","true","245","11.406272711105446","5","true","245","11.327717901364029","25","true","245","13.302672329385544","35","true","245","13.927052166760985","45","true","245","11.165434631286075","65","true","245","10.180622390565643","75","true","245","11.951180888140307","95","true","245","16.208182237393483","105","true","245","14.542868543222763","115","true","245","10.759664740716405","125","true","245","12.422169107762485","135","true"
"246","10.845981224227646","0","true","246","10.541399077465204","85","true","246","11.232558558324108","55","true","246","12.49126560831042","15","true","246","11.360991485817687","5","true","246","11.28234533836863","25","true","246","13.250084695285896","35","true","246","13.870667340174908","45","true","246","11.126675453990268","65","true","246","10.141012752513891","75","true","246","11.902795540415044","95","true","246","16.14338533453673","105","true","246","14.483990532926313","115","true","246","10.716721160111168","125","true","246","12.376156256635438","135","true"
"247","10.863673782725627","0","true","247","10.547055936641357","85","true","247","11.217408255371977","55","true","247","12.485385659942818","15","true","247","11.364404910958834","5","true","247","11.307644793207938","25","true","247","13.233354495319613","35","true","247","13.90822679679861","45","true","247","11.132924670857753","65","true","247","10.15226076316019","75","true","247","11.913092433396388","95","true","247","16.173084272615277","105","true","247","14.50389412274795","115","true","247","10.711744579810869","125","true","247","12.397437665826075","135","true"
"248","10.82004457074681","0","true","248","10.507492411936616","85","true","248","11.172358423021084","55","true","248","12.436793912159123","15","true","248","11.319806799506644","5","true","248","11.263582284546606","25","true","248","13.181326033590185","35","true","248","13.853465480586852","45","true","248","11.089166953547249","65","true","248","10.115379377094401","75","true","248","11.867401220931622","95","true","248","16.109472654074647","105","true","248","14.446815236800642","115","true","248","10.669319533744165","125","true","248","12.349040753925065","135","true"
"249","10.854823248106731","0","true","249","10.512059363390014","85","true","249","11.176547391105398","55","true","249","12.42138066603827","15","true","249","11.333896932989159","5","true","249","11.265146974169069","25","true","249","13.166626391059909","35","true","249","13.888420629884003","45","true","249","11.09029859811969","65","true","249","10.124809186695197","75","true","249","11.86674546288945","95","true","249","16.123229393392393","105","true","249","14.46349437417737","115","true","249","10.688654818819195","125","true","249","12.353190660840086","135","true"
"250","10.813451008988944","0","true","250","10.470710808615642","85","true","250","11.132896400461778","55","true","250","12.372836332660277","15","true","250","11.289035505184717","5","true","250","11.220265910526962","25","true","250","13.114943666681242","35","true","250","13.835037240215867","45","true","250","11.046114141553476","65","true","250","10.084919542952434","75","true","250","11.821741447090062","95","true","250","16.059827339747024","105","true","250","14.407703427650622","115","true","250","10.646840807112378","125","true","250","12.304748145179802","135","true"
"251","10.818101403201025","0","true","251","10.477785903224376","85","true","251","11.126631654227264","55","true","251","12.368849175269075","15","true","251","11.292860819124488","5","true","251","11.220519542925427","25","true","251","13.103210385098267","35","true","251","13.865322375132681","45","true","251","11.04485806999728","65","true","251","10.095076030407832","75","true","251","11.822829958910832","95","true","251","16.10531052839547","105","true","251","14.431583308984548","115","true","251","10.640041757191794","125","true","251","12.303041895890766","135","true"
"252","10.778281182050122","0","true","252","10.436371729693844","85","true","252","11.082652872985259","55","true","252","12.320438856633382","15","true","252","11.248853601143432","5","true","252","11.17616966330912","25","true","252","13.051902897261117","35","true","252","13.810965395855536","45","true","252","11.00226826697002","65","true","252","10.059362540956906","75","true","252","11.778678254099107","95","true","252","16.04248050230855","105","true","252","14.37454147772374","115","true","252","10.597986256175226","125","true","252","12.255861012101793","135","true"
"253","10.806490610261543","0","true","253","10.448939388868588","85","true","253","11.085061086425934","55","true","253","12.313255011413776","15","true","253","11.248356263929514","5","true","253","11.185126455486323","25","true","253","13.031079857172738","35","true","253","13.849206920710992","45","true","253","11.007409277802086","65","true","253","10.064685480112225","75","true","253","11.791484189365894","95","true","253","16.086031931045518","105","true","253","14.376669730676962","115","true","253","10.59085618031908","125","true","253","12.247067106729265","135","true"
"254","10.765315759136874","0","true","254","10.408933118920809","85","true","254","11.043421626917475","55","true","254","12.265299676286212","15","true","254","11.205394239433474","5","true","254","11.142165856280862","25","true","254","12.981945298247684","35","true","254","13.795795541211366","45","true","254","10.969239123856067","65","true","254","10.027580131484129","75","true","254","11.747742859523246","95","true","254","16.024332808948824","105","true","254","14.32093202077791","115","true","254","10.54993502514808","125","true","254","12.201017648307367","135","true"
"255","10.77463801607648","0","true","255","10.417390378425774","85","true","255","11.04435618597985","55","true","255","12.252428949826786","15","true","255","11.206377948611529","5","true","255","11.151137562191286","25","true","255","12.967144476210162","35","true","255","13.868712642937254","45","true","255","10.982157723264121","65","true","255","10.040133631923622","75","true","255","11.761075246763491","95","true","255","16.061486260229056","105","true","255","14.326681307443007","115","true","255","10.542835787560785","125","true","255","12.205048403488927","135","true"
"256","10.73468524829198","0","true","256","10.376855785513612","85","true","256","11.003241332595636","55","true","256","12.207192338686092","15","true","256","11.16345061902715","5","true","256","11.107747921871477","25","true","256","12.918208237655612","35","true","256","13.81507444590309","45","true","256","10.943165602514613","65","true","256","10.001066964095125","75","true","256","11.71597127573562","95","true","256","15.999840764440911","105","true","256","14.271563008688137","115","true","256","10.502924142413342","125","true","256","12.162416376649182","135","true"
"257","10.73802806244081","0","true","257","10.391133841248713","85","true","257","11.010089800122994","55","true","257","12.194710313447404","15","true","257","11.163748916206853","5","true","257","11.119414010781625","25","true","257","12.902699547689284","35","true","257","13.855768885583","45","true","257","10.93600688634032","65","true","257","10.012909967806424","75","true","257","11.721173657031045","95","true","257","16.027548874828888","105","true","257","14.26928101460037","115","true","257","10.511513373222419","125","true","257","12.174304335501061","135","true"
"258","10.69775264798347","0","true","258","10.35331038943637","85","true","258","10.96757980089472","55","true","258","12.14762648984336","15","true","258","11.121588247485791","5","true","258","11.077502795741607","25","true","258","12.853999664950894","35","true","258","13.8025999986941","45","true","258","10.89651491741334","65","true","258","9.975460528053063","75","true","258","11.676592347598369","95","true","258","15.966088047538802","105","true","258","14.21418726550925","115","true","258","10.471997274493704","125","true","258","12.130515484757199","135","true"
"259","10.71552994820936","0","true","259","10.367184190498765","85","true","259","10.966690436466877","55","true","259","12.141793743013153","15","true","259","11.122857964446679","5","true","259","11.088535733775128","25","true","259","12.841891588116251","35","true","259","13.851941103064684","45","true","259","10.902333147772545","65","true","259","9.979922391470383","75","true","259","11.68211731963668","95","true","259","16.017148049649414","105","true","259","14.226845516351789","115","true","259","10.463402786174765","125","true","259","12.129917232708475","135","true"
"260","10.67685187301669","0","true","260","10.327463178274632","85","true","260","10.927347154085998","55","true","260","12.095273460472873","15","true","260","11.081112081322406","5","true","260","11.047081324058947","25","true","260","12.7934796214808","35","true","260","13.79932728920528","45","true","260","10.862265344336729","65","true","260","9.941685140928351","75","true","260","11.639176623715692","95","true","260","15.95616885573332","105","true","260","14.172654402810283","115","true","260","10.424958324933087","125","true","260","12.086351075288055","135","true"
"261","10.690828380857525","0","true","261","10.342238086401581","85","true","261","10.944363666796766","55","true","261","12.08330745762177","15","true","261","11.074283790711629","5","true","261","11.045003719035934","25","true","261","12.784950829756212","35","true","261","13.827855835256628","45","true","261","10.859580328715765","65","true","261","9.949701969435534","75","true","261","11.646398700514188","95","true","261","15.992936733609662","105","true","261","14.180430545223969","115","true","261","10.421767163298247","125","true","261","12.085039532014147","135","true"
"262","10.650178843287724","0","true","262","10.305711611566512","85","true","262","10.905374072626186","55","true","262","12.037363322801914","15","true","262","11.033578466980725","5","true","262","11.00338442123933","25","true","262","12.737469083036197","35","true","262","13.775612099712525","45","true","262","10.819042614628966","65","true","262","9.912693216667604","75","true","262","11.603652004579482","95","true","262","15.932770918817202","105","true","262","14.12744610104978","115","true","262","10.382140672183045","125","true","262","12.0390888113601","135","true"
"263","10.650181101375619","0","true","263","10.305649954522666","85","true","263","10.9062160785478","55","true","263","12.024553727122168","15","true","263","11.02765505801224","5","true","263","11.015158316180152","25","true","263","12.723881081029335","35","true","263","13.818175945946088","45","true","263","10.811691088657605","65","true","263","9.917405360912355","75","true","263","11.601772168881887","95","true","263","15.951528650447047","105","true","263","14.115574285737825","115","true","263","10.385078185198118","125","true","263","12.048342408382295","135","true"
"264","10.612780603176668","0","true","264","10.268556852958994","85","true","264","10.866990055184123","55","true","264","11.979473631439982","15","true","264","10.987459065124904","5","true","264","10.974977341622964","25","true","264","12.675866435440545","35","true","264","13.76684016219633","45","true","264","10.772195397053213","65","true","264","9.880423973207364","75","true","264","11.558887360101687","95","true","264","15.892622613588513","105","true","264","14.062742796668848","115","true","264","10.34658508721111","125","true","264","12.005555095678197","135","true"
"265","10.640678692003277","0","true","265","10.27857279705074","85","true","265","10.87556061198699","55","true","265","11.976088814021361","15","true","265","10.989089831364149","5","true","265","10.98814674927065","25","true","265","12.662367675861551","35","true","265","13.798363414719446","45","true","265","10.7849250600208","65","true","265","9.88989518833028","75","true","265","11.556794603399394","95","true","265","15.91854510983014","105","true","265","14.078221570615996","115","true","265","10.339930082248452","125","true","265","12.015237998965143","135","true"
"266","10.60381216044544","0","true","266","10.240076269720962","85","true","266","10.836328960545103","55","true","266","11.933656855504523","15","true","266","10.948239718666132","5","true","266","10.947839025302454","25","true","266","12.61534016425906","35","true","266","13.74714575780524","45","true","266","10.745237664371764","65","true","266","9.852854382381478","75","true","266","11.513510728480297","95","true","266","15.860026267888594","105","true","266","14.025817164233908","115","true","266","10.304000721988704","125","true","266","11.97427055376825","135","true"
"267","10.620016137524932","0","true","267","10.248745668354887","85","true","267","10.834627298862122","55","true","267","11.92066287661644","15","true","267","10.949862112397735","5","true","267","10.962348998022552","25","true","267","12.6026805120656","35","true","267","13.78925675796146","45","true","267","10.746506701315324","65","true","267","9.857294661384326","75","true","267","11.523132656430928","95","true","267","15.91607966043227","105","true","267","14.037080242926223","115","true","267","10.309960760233603","125","true","267","11.984330763977104","135","true"
"268","10.581656511144422","0","true","268","10.211249679018433","85","true","268","10.796792153436662","55","true","268","11.876348144733107","15","true","268","10.910305028689736","5","true","268","10.921596771264104","25","true","268","12.556745551038137","35","true","268","13.73799558042257","45","true","268","10.706556862276978","65","true","268","9.821092796165289","75","true","268","11.482732072539473","95","true","268","15.858295841713872","105","true","268","13.985472662596491","115","true","268","10.272128380275912","125","true","268","11.942551622406771","135","true"
"269","10.584328330408399","0","true","269","10.227716736843908","85","true","269","10.806122035002305","55","true","269","11.86706298546462","15","true","269","10.910080660468763","5","true","269","10.931820991579603","25","true","269","12.545124321957555","35","true","269","13.793841605671416","45","true","269","10.71787235522472","65","true","269","9.825334352208571","75","true","269","11.482304850622915","95","true","269","15.901130697598099","105","true","269","13.98735982181557","115","true","269","10.271504803828599","125","true","269","11.943820701607718","135","true"
"270","10.547071695831992","0","true","270","10.191992915013508","85","true","270","10.768401670622916","55","true","270","11.82367237082548","15","true","270","10.870637001087236","5","true","270","10.891995193228109","25","true","270","12.498832350289815","35","true","270","13.743409959307776","45","true","270","10.678323010740495","65","true","270","9.789078505890458","75","true","270","11.439934722022832","95","true","270","15.844451276897146","105","true","270","13.93574594793433","115","true","270","10.236190715926194","125","true","270","11.900970048895307","135","true"
"271","10.556396627293386","0","true","271","10.201708782967485","85","true","271","10.780470009304468","55","true","271","11.818471292409864","15","true","271","10.878324685630206","5","true","271","10.885089954891093","25","true","271","12.48676957517422","35","true","271","13.766018646412716","45","true","271","10.691213963079937","65","true","271","9.788725417857684","75","true","271","11.458960648317436","95","true","271","15.874788606382833","105","true","271","13.950451522463034","115","true","271","10.238915860635053","125","true","271","11.904460941653465","135","true"
"272","10.519255299024502","0","true","272","10.165346339201994","85","true","272","10.742339136327931","55","true","272","11.775863569604864","15","true","272","10.839581306271828","5","true","272","10.846544388882217","25","true","272","12.441406786711127","35","true","272","13.71594149926154","45","true","272","10.653630505545193","65","true","272","9.755858494115753","75","true","272","11.417612884852243","95","true","272","15.818720159032452","105","true","272","13.899350967435698","115","true","272","10.201410674332362","125","true","272","11.860854857618104","135","true"
"273","10.538249144310676","0","true","273","10.170767947610841","85","true","273","10.749803928354678","55","true","273","11.769849643297922","15","true","273","10.832859873429541","5","true","273","10.856649846804784","25","true","273","12.42880070884711","35","true","273","13.760170016993296","45","true","273","10.651950637760784","65","true","273","9.76477006660811","75","true","273","11.415655358882951","95","true","273","15.841258621038756","105","true","273","13.907743798352909","115","true","273","10.195815638208893","125","true","273","11.865985649002472","135","true"
"274","10.499928238331364","0","true","274","10.133783336892256","85","true","274","10.712473086075432","55","true","274","11.729112329263982","15","true","274","10.793467655707978","5","true","274","10.81717112008913","25","true","274","12.383990604734926","35","true","274","13.710133035113321","45","true","274","10.614991326257389","65","true","274","9.729713085435325","75","true","274","11.376903480873771","95","true","274","15.784353547496433","105","true","274","13.857170184540717","115","true","274","10.158739944979043","125","true","274","11.827274427498871","135","true"
"275","10.506852052927286","0","true","275","10.141765363878351","85","true","275","10.72079259550503","55","true","275","11.716197624139042","15","true","275","10.786573871452761","5","true","275","10.84072386493458","25","true","275","12.378399390122034","35","true","275","13.745280815404318","45","true","275","10.630544555033977","65","true","275","9.737075940516062","75","true","275","11.375710558543204","95","true","275","15.809709716013534","105","true","275","13.856173179412144","115","true","275","10.157858595717201","125","true","275","11.839754835723765","135","true"
"276","10.468921179090003","0","true","276","10.106130517335284","85","true","276","10.683039597406825","55","true","276","11.675267290041683","15","true","276","10.747891977976392","5","true","276","10.801961537452389","25","true","276","12.334094778886923","35","true","276","13.696466338550767","45","true","276","10.592779473957178","65","true","276","9.702435407861378","75","true","276","11.336356353220879","95","true","276","15.753340449589635","105","true","276","13.806743492313988","115","true","276","10.123065883186928","125","true","276","11.800628544809278","135","true"
"277","10.470807721545194","0","true","277","10.112368094668424","85","true","277","10.689948403834169","55","true","277","11.665990422761961","15","true","277","10.750687829123","5","true","277","10.835169161283195","25","true","277","12.333371203780763","35","true","277","13.73646566259555","45","true","277","10.596144405137077","65","true","277","9.711523600890153","75","true","277","11.343543948993501","95","true","277","15.770959778978954","105","true","277","13.817044959247026","115","true","277","10.123392254576157","125","true","277","11.821307922366993","135","true"
"278","10.434287801279334","0","true","278","10.079399442351315","85","true","278","10.651633176580283","55","true","278","11.624474397213328","15","true","278","10.712998979423809","5","true","278","10.796573634786734","25","true","278","12.289557763760229","35","true","278","13.687576781234377","45","true","278","10.55908112507365","65","true","278","9.67897924774406","75","true","278","11.302886085377036","95","true","278","15.71443304141989","105","true","278","13.76886570636562","115","true","278","10.090085872862794","125","true","278","11.778937643075356","135","true"
"279","10.43272070303735","0","true","279","10.079689091064047","85","true","279","10.655546445403594","55","true","279","11.62224078312238","15","true","279","10.716284151005208","5","true","279","10.807450708351773","25","true","279","12.279048141745083","35","true","279","13.710961571178542","45","true","279","10.562424306982207","65","true","279","9.692778013499836","75","true","279","11.31697561017841","95","true","279","15.751351450580376","105","true","279","13.79442634720764","115","true","279","10.09909688662393","125","true","279","11.782885674546145","135","true"
"280","10.39965707236226","0","true","280","10.043818311380546","85","true","280","10.617626351291838","55","true","280","11.581637134641408","15","true","280","10.678732319442869","5","true","280","10.768990029674365","25","true","280","12.235350461525348","35","true","280","13.662639608324156","45","true","280","10.526091569501844","65","true","280","9.65982848931567","75","true","280","11.277546151929126","95","true","280","15.695598159482387","105","true","280","13.74616712423892","115","true","280","10.063157040052314","125","true","280","11.742296552768986","135","true"
"281","10.406133019342152","0","true","281","10.049289619589292","85","true","281","10.615810597110206","55","true","281","11.57679490768303","15","true","281","10.6757030190236","5","true","281","10.785008144949972","25","true","281","12.226446355444608","35","true","281","13.694513677071269","45","true","281","10.532213466118659","65","true","281","9.671982779188724","75","true","281","11.28242577985213","95","true","281","15.701646626726882","105","true","281","13.749650373070768","115","true","281","10.066063489331244","125","true","281","11.7502620168477","135","true"
"282","10.372648949438656","0","true","282","10.013779762276256","85","true","282","10.579628236116944","55","true","282","11.536546715661444","15","true","282","10.63855342521169","5","true","282","10.746898575533187","25","true","282","12.183243364789327","35","true","282","13.646123169378438","45","true","282","10.49582893486028","65","true","282","9.638244678357994","75","true","282","11.24386602979323","95","true","282","15.646163776455762","105","true","282","13.702361464435272","115","true","282","10.030909183299325","125","true","282","11.708741656364138","135","true"
"283","10.385084345107689","0","true","283","10.02385285230738","85","true","283","10.57919606662313","55","true","283","11.52945610093927","15","true","283","10.639103636024434","5","true","283","10.753488231558595","25","true","283","12.180029085438816","35","true","283","13.667072852207353","45","true","283","10.519400182601101","65","true","283","9.644654465850168","75","true","283","11.24262475095849","95","true","283","15.674001506114244","105","true","283","13.694024355676879","115","true","283","10.02731726578983","125","true","283","11.718571783695694","135","true"
"284","10.348645452668714","0","true","284","9.993301501784734","85","true","284","10.543898905598757","55","true","284","11.48900186900615","15","true","284","10.602311879117137","5","true","284","10.718172411399964","25","true","284","12.137292141279381","35","true","284","13.619816969784065","45","true","284","10.482490006521799","65","true","284","9.6132472443327","75","true","284","11.207415201126361","95","true","284","15.619005009601562","105","true","284","13.647523310060016","115","true","284","9.994488562178482","125","true","284","11.677453987963428","135","true"
"285","10.353967647832581","0","true","285","10.002785964238685","85","true","285","10.547305736371392","55","true","285","11.480657577357244","15","true","285","10.597279268631736","5","true","285","10.731387513235523","25","true","285","12.126731970812267","35","true","285","13.649811784999772","45","true","285","10.494001398655461","65","true","285","9.619466897696723","75","true","285","11.216774295307394","95","true","285","15.629980329053","105","true","285","13.649056569134594","115","true","285","10.001771413142503","125","true","285","11.694371951851188","135","true"
"286","10.32108399204484","0","true","286","9.967933051471302","85","true","286","10.510555542168007","55","true","286","11.442014283273723","15","true","286","10.561398270549933","5","true","286","10.693995919112751","25","true","286","12.084478549311179","35","true","286","13.60225146519141","45","true","286","10.457436933851783","65","true","286","9.586370049855846","75","true","286","11.179734370924926","95","true","286","15.57625728295894","105","true","286","13.601498880740396","115","true","286","9.966922035396362","125","true","286","11.656763606621528","135","true"
"287","10.345164275381013","0","true","287","9.973008622785006","85","true","287","10.505930591725795","55","true","287","11.446334600225608","15","true","287","10.54901795804643","5","true","287","10.72096860587237","25","true","287","12.076226073442577","35","true","287","13.624540400374629","45","true","287","10.46110119504486","65","true","287","9.60497561725828","75","true","287","11.185448856112481","95","true","287","15.6236959554199","105","true","287","13.605464393992847","115","true","287","9.971116372539495","125","true","287","11.66075651335149","135","true"
"288","10.309367859203224","0","true","288","9.939101470263582","85","true","288","10.470047436408068","55","true","288","11.40672790610718","15","true","288","10.513009505660396","5","true","288","10.684804655141653","25","true","288","12.03485133400683","35","true","288","13.578096971052458","45","true","288","10.424903613055085","65","true","288","9.571740407509981","75","true","288","11.150330263533876","95","true","288","15.569634723740245","105","true","288","13.558386662525743","115","true","288","9.937123512702643","125","true","288","11.620407874896987","135","true"
"289","10.320975516802159","0","true","289","9.940813546922831","85","true","289","10.478477515403489","55","true","289","11.397147834350903","15","true","289","10.507763534459606","5","true","289","10.705093015076148","25","true","289","12.01929216493478","35","true","289","13.59971154363045","45","true","289","10.420299386929797","65","true","289","9.578944835279225","75","true","289","11.15759717082224","95","true","289","15.572566023074156","105","true","289","13.585093535819595","115","true","289","9.93785627505625","125","true","289","11.630759461149582","135","true"
"290","10.2876376079577","0","true","290","9.906652675627564","85","true","290","10.443204769360182","55","true","290","11.357982377875471","15","true","290","10.471654381420226","5","true","290","10.668843783420566","25","true","290","11.978818023850502","35","true","290","13.553330242719014","45","true","290","10.38622087026563","65","true","290","9.546990013546504","75","true","290","11.121497004054962","95","true","290","15.520069723173911","105","true","290","13.538409365593411","115","true","290","9.905210119790237","125","true","290","11.592832390682684","135","true"
"291","10.298437224578425","0","true","291","9.912569701793819","85","true","291","10.44082067142195","55","true","291","11.346419320856318","15","true","291","10.470988409268752","5","true","291","10.686550029480463","25","true","291","11.967574051137737","35","true","291","13.598970644654182","45","true","291","10.401060876900708","65","true","291","9.55079784399426","75","true","291","11.128102002942901","95","true","291","15.553028140120338","105","true","291","13.547949894444905","115","true","291","9.916105231972178","125","true","291","11.602495071898902","135","true"
"292","10.263288974665189","0","true","292","9.87873840588326","85","true","292","10.405981135924755","55","true","292","11.308545653205595","15","true","292","10.436048378327905","5","true","292","10.650433711258568","25","true","292","11.926729088505866","35","true","292","13.553840662301523","45","true","292","10.366466049739277","65","true","292","9.519937278045965","75","true","292","11.090122132625691","95","true","292","15.500239728124475","105","true","292","13.501711157603795","115","true","292","9.884435097457692","125","true","292","11.564015772952835","135","true"
"293","10.269402021111938","0","true","293","9.879478819592663","85","true","293","10.405730217774323","55","true","293","11.303553711037852","15","true","293","10.432054953439124","5","true","293","10.665736647462811","25","true","293","11.919424248586711","35","true","293","13.580194000307658","45","true","293","10.374252067687081","65","true","293","9.531110287460358","75","true","293","11.096100511589093","95","true","293","15.521651451677608","105","true","293","13.514644811532142","115","true","293","9.88532545558051","125","true","293","11.565754775956982","135","true"
"294","10.234590488836982","0","true","294","9.849223624680402","85","true","294","10.371558169954817","55","true","294","11.266219457945327","15","true","294","10.397177872528339","5","true","294","10.630247479591743","25","true","294","11.88075653679152","35","true","294","13.534159444374412","45","true","294","10.339786726224403","65","true","294","9.49965474948562","75","true","294","11.058486611549808","95","true","294","15.469584809827365","105","true","294","13.469844363892541","115","true","294","9.852805853777935","125","true","294","11.528774983289313","135","true"
"295","10.247358559383175","0","true","295","9.855972969473008","85","true","295","10.37527669034097","55","true","295","11.266583631085242","15","true","295","10.394537130245466","5","true","295","10.63245829412319","25","true","295","11.874138346181793","35","true","295","13.56020062531296","45","true","295","10.35741969265488","65","true","295","9.515450488210861","75","true","295","11.062880617432805","95","true","295","15.499007966630504","105","true","295","13.467840903183484","115","true","295","9.858976231811981","125","true","295","11.544220544375074","135","true"
"296","10.213922477940987","0","true","296","9.822787875299698","85","true","296","10.340343098791","55","true","296","11.230140220034531","15","true","296","10.360312079623988","5","true","296","10.597204131116248","25","true","296","11.83519155273855","35","true","296","13.514543384150292","45","true","296","10.322546225676243","65","true","296","9.484210003497637","75","true","296","11.026226628552894","95","true","296","15.448096116526376","105","true","296","13.42282723401981","115","true","296","9.826870256887204","125","true","296","11.506011662949907","135","true"
"297","10.2291712236554","0","true","297","9.825677925804285","85","true","297","10.335218299497011","55","true","297","11.226436528346163","15","true","297","10.353297152737733","5","true","297","10.593231916921503","25","true","297","11.825721141265406","35","true","297","13.546625558382996","45","true","297","10.321216479205681","65","true","297","9.505231269965456","75","true","297","11.033861665919117","95","true","297","15.470230948695237","105","true","297","13.42930619332312","115","true","297","9.828807405286371","125","true","297","11.524888874143949","135","true"
"298","10.194959948659898","0","true","298","9.793786881212698","85","true","298","10.301106193829472","55","true","298","11.189240304591548","15","true","298","10.318670740855667","5","true","298","10.558924036929199","25","true","298","11.787398488240768","35","true","298","13.501673792375405","45","true","298","10.286697360546132","65","true","298","9.47474298738932","75","true","298","10.997529759062568","95","true","298","15.41878332551869","105","true","298","13.38439212578692","115","true","298","9.798580173298422","125","true","298","11.486344095300659","135","true"
"299","10.207514380547064","0","true","299","9.793365556481628","85","true","299","10.29834616709663","55","true","299","11.183910735501346","15","true","299","10.312261122600331","5","true","299","10.58162627364842","25","true","299","11.777978038938725","35","true","299","13.523214541911182","45","true","299","10.288210448404268","65","true","299","9.483165173418426","75","true","299","11.00387753872162","95","true","299","15.431059915542143","105","true","299","13.383267873326385","115","true","299","9.805636997418867","125","true","299","11.48439129977781","135","true"
"300","10.174779989615818","0","true","300","9.761792083503703","85","true","300","10.265315040497939","55","true","300","11.147393114127649","15","true","300","10.278521105113569","5","true","300","10.54667808398076","25","true","300","11.739126536895299","35","true","300","13.479129484710882","45","true","300","10.255028118552946","65","true","300","9.452533971960802","75","true","300","10.967319806034837","95","true","300","15.380093582384502","105","true","300","13.339774116403602","115","true","300","9.774335802224623","125","true","300","11.448051045526231","135","true"
"301","10.186332486647267","0","true","301","9.757560042650644","85","true","301","10.26118443264961","55","true","301","11.141893380636455","15","true","301","10.27181549415826","5","true","301","10.554000720414425","25","true","301","11.724162945186817","35","true","301","13.505381735117579","45","true","301","10.273534508433013","65","true","301","9.469587569865503","75","true","301","10.965759209661845","95","true","301","15.407563172971082","105","true","301","13.34876568972764","115","true","301","9.77984478259088","125","true","301","11.467323714731048","135","true"
"302","10.155829148344855","0","true","302","9.725856940672038","85","true","302","10.229110539537272","55","true","302","11.10512145528782","15","true","302","10.23791511298942","5","true","302","10.519169034868504","25","true","302","11.686104600663485","35","true","302","13.460809518169995","45","true","302","10.239628453949734","65","true","302","9.438767982590605","75","true","302","10.930144870732162","95","true","302","15.358137968004934","105","true","302","13.304710357418308","115","true","302","9.74801149892403","125","true","302","11.42947776187715","135","true"
"303","10.164077572200082","0","true","303","9.738543224360628","85","true","303","10.22740229154643","55","true","303","11.09243286798451","15","true","303","10.23915040937254","5","true","303","10.533046908080097","25","true","303","11.680967172138814","35","true","303","13.477169087276714","45","true","303","10.264236592121266","65","true","303","9.457626983437637","75","true","303","10.935949402225445","95","true","303","15.368925653724407","105","true","303","13.300777731575536","115","true","303","9.752590442159535","125","true","303","11.441452926411824","135","true"
"304","10.131809805029356","0","true","304","9.707593327637028","85","true","304","10.193869825016769","55","true","304","11.05961295449936","15","true","304","10.205579424423778","5","true","304","10.499025661179184","25","true","304","11.64339923053386","35","true","304","13.433346199948451","45","true","304","10.230583357393","65","true","304","9.42742247818547","75","true","304","10.902229048789815","95","true","304","15.318535733548261","105","true","304","13.25862212931921","115","true","304","9.7206147357918","125","true","304","11.405779691267774","135","true"
"305","10.131217881830505","0","true","305","9.71530712767745","85","true","305","10.18941523377142","55","true","305","11.052635290811121","15","true","305","10.205730105386024","5","true","305","10.511188157156994","25","true","305","11.634064397176136","35","true","305","13.472690023171097","45","true","305","10.230773143818828","65","true","305","9.438614447400528","75","true","305","10.90762361709635","95","true","305","15.333371169953773","105","true","305","13.250784537351057","115","true","305","9.725866657655686","125","true","305","11.427030164228375","135","true"
